,Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Stress_Level_Num,Study_Hours_Category
1368,1369,5.5,1.9,10.0,4.6,2.0,2.83,Low,1,1-6 hours
1369,1370,6.2,1.6,8.9,4.6,2.7,2.63,Moderate,2,1-6 hours
1370,1371,6.1,3.7,8.0,2.3,3.9,3.41,Moderate,2,1-6 hours
1371,1372,7.8,1.9,7.5,1.1,5.7,3.18,Moderate,2,7-8 hours
1372,1373,9.1,2.2,5.7,4.6,2.4,3.17,High,3,+9 hours
1373,1374,7.6,0.5,9.7,1.1,5.1,3.07,Moderate,2,7-8 hours
1374,1375,6.3,1.6,6.9,4.8,4.4,2.69,Moderate,2,1-6 hours
1375,1376,6.3,2.0,5.7,3.7,6.3,2.91,High,3,1-6 hours
1376,1377,7.8,2.9,9.7,3.3,0.3,3.09,Moderate,2,7-8 hours
1377,1378,9.5,3.9,9.3,0.1,1.2,3.28,High,3,+9 hours
1378,1379,9.7,1.7,5.0,2.7,4.9,3.47,High,3,+9 hours
1379,1380,6.7,1.9,8.1,5.2,2.1,2.88,Moderate,2,1-6 hours
1380,1381,8.3,1.7,9.1,4.4,0.5,3.26,High,3,7-8 hours
1381,1382,6.4,0.2,8.3,5.2,3.9,2.75,Moderate,2,1-6 hours
1382,1383,5.8,3.2,9.3,5.2,0.5,2.96,Low,1,1-6 hours
1383,1384,6.6,2.2,5.3,0.3,9.6,2.94,High,3,1-6 hours
1384,1385,8.6,1.8,6.3,1.1,6.2,3.2,High,3,7-8 hours
1385,1386,7.4,1.4,6.6,5.8,2.8,2.87,Moderate,2,7-8 hours
1386,1387,8.2,0.1,7.2,5.3,3.2,3.12,High,3,7-8 hours
1387,1388,8.8,2.4,7.9,0.3,4.6,3.26,High,3,7-8 hours
1388,1389,5.7,2.5,6.0,3.0,6.8,2.5,Low,1,1-6 hours
1389,1390,9.7,3.4,8.6,0.2,2.1,3.53,High,3,+9 hours
1390,1391,5.5,2.0,5.8,5.9,4.8,2.82,High,3,1-6 hours
1391,1392,6.8,2.6,5.6,2.6,6.4,2.77,High,3,1-6 hours
1392,1393,6.4,3.6,5.2,5.5,3.3,2.86,High,3,1-6 hours
1393,1394,8.9,0.1,9.8,2.7,2.5,3.51,High,3,7-8 hours
1394,1395,6.5,1.5,5.3,5.9,4.8,3.0,High,3,1-6 hours
1395,1396,7.2,3.8,6.2,3.2,3.6,3.02,Moderate,2,7-8 hours
1396,1397,7.4,2.8,5.3,1.2,7.3,3.25,High,3,7-8 hours
1397,1398,5.9,2.3,6.1,5.2,4.5,2.72,Low,1,1-6 hours
1398,1399,9.7,2.1,6.8,1.3,4.1,3.55,High,3,+9 hours
1399,1400,9.7,1.6,8.5,2.1,2.1,3.87,High,3,+9 hours
1400,1401,7.6,1.1,7.3,2.8,5.2,3.2,Moderate,2,7-8 hours
1401,1402,6.6,0.2,7.5,3.3,6.4,3.02,Moderate,2,1-6 hours
1402,1403,5.8,3.0,9.9,5.0,0.3,2.93,Low,1,1-6 hours
1403,1404,8.5,1.8,7.7,5.1,0.9,3.23,High,3,7-8 hours
1404,1405,7.4,1.5,7.5,3.5,4.1,3.33,Moderate,2,7-8 hours
1405,1406,5.5,2.4,5.6,0.5,10.0,3.11,High,3,1-6 hours
1406,1407,7.6,1.6,7.9,0.5,6.4,2.89,Moderate,2,7-8 hours
1407,1408,9.9,2.2,8.4,1.1,2.4,3.43,High,3,+9 hours
1408,1409,5.5,3.9,6.4,2.5,5.7,2.8,Low,1,1-6 hours
1409,1410,9.1,2.1,6.4,0.4,6.0,3.37,High,3,+9 hours
1410,1411,5.8,3.6,8.4,1.5,4.7,2.91,Low,1,1-6 hours
1411,1412,7.9,1.6,6.8,1.3,6.4,3.1,Moderate,2,7-8 hours
1412,1413,8.3,3.9,5.9,3.5,2.4,2.95,High,3,7-8 hours
1413,1414,6.3,3.3,7.4,3.3,3.7,2.52,Moderate,2,1-6 hours
1414,1415,6.5,0.7,5.4,4.3,7.1,3.1,High,3,1-6 hours
1415,1416,7.0,1.7,7.3,2.2,5.8,2.85,Moderate,2,7-8 hours
1416,1417,5.5,1.2,8.3,4.0,5.0,2.76,Low,1,1-6 hours
1417,1418,6.0,0.8,5.1,5.4,6.7,2.54,High,3,1-6 hours
1418,1419,6.1,0.9,6.4,0.8,9.8,2.79,Moderate,2,1-6 hours
1419,1420,5.7,2.6,6.7,4.2,4.8,2.9,Low,1,1-6 hours
1420,1421,7.8,1.0,8.3,0.7,6.2,2.69,Moderate,2,7-8 hours
1421,1422,6.3,2.4,9.4,5.9,0.0,3.22,Moderate,2,1-6 hours
1422,1423,8.0,1.6,6.1,1.5,6.8,2.75,Moderate,2,7-8 hours
1423,1424,9.6,1.5,6.9,2.3,3.7,3.37,High,3,+9 hours
1424,1425,9.2,2.6,8.1,1.4,2.7,3.39,High,3,+9 hours
1425,1426,7.0,2.0,8.3,0.1,6.6,3.27,Moderate,2,7-8 hours
1426,1427,9.4,1.8,6.7,0.8,5.3,3.37,High,3,+9 hours
1427,1428,7.0,2.7,7.1,5.8,1.4,2.47,Moderate,2,7-8 hours
1428,1429,8.0,3.2,5.5,2.4,4.9,3.36,High,3,7-8 hours
1429,1430,9.3,0.3,5.4,5.1,3.9,3.02,High,3,+9 hours
1430,1431,6.1,2.7,7.7,5.0,2.5,3.04,Moderate,2,1-6 hours
1431,1432,7.1,1.3,8.0,5.6,2.0,3.08,Moderate,2,7-8 hours
1432,1433,9.2,4.0,5.1,0.6,5.1,3.62,High,3,+9 hours
1433,1434,6.4,1.0,8.9,0.3,7.4,3.04,Moderate,2,1-6 hours
1434,1435,6.8,2.0,7.8,4.4,3.0,3.27,Moderate,2,1-6 hours
1435,1436,7.9,2.2,8.2,1.5,4.2,2.87,Moderate,2,7-8 hours
1436,1437,5.4,0.5,6.1,3.0,9.0,2.91,Low,1,1-6 hours
1437,1438,8.9,1.4,7.0,2.4,4.3,3.5,High,3,7-8 hours
1438,1439,6.0,0.2,8.0,5.9,3.9,2.76,Moderate,2,1-6 hours
1439,1440,9.1,2.8,9.7,1.0,1.4,3.53,High,3,+9 hours
1440,1441,8.3,1.9,8.2,2.5,3.1,3.25,High,3,7-8 hours
1441,1442,7.6,3.2,8.7,3.0,1.5,2.86,Moderate,2,7-8 hours
1442,1443,5.6,2.9,7.5,5.4,2.6,2.98,Low,1,1-6 hours
1443,1444,5.7,3.0,5.0,1.0,9.3,2.42,High,3,1-6 hours
1444,1445,7.9,2.9,9.6,2.5,1.1,2.99,Moderate,2,7-8 hours
1445,1446,5.0,0.5,7.7,4.1,6.7,3.07,Low,1,1-6 hours
1446,1447,7.1,2.9,7.6,0.4,6.0,3.15,Moderate,2,7-8 hours
1447,1448,8.6,3.6,5.6,5.9,0.3,3.21,High,3,7-8 hours
1448,1449,6.0,0.0,10.0,1.7,6.3,2.7,Moderate,2,1-6 hours
1449,1450,7.9,3.6,6.6,4.0,1.9,3.29,Moderate,2,7-8 hours
1450,1451,5.9,2.5,6.7,1.3,7.6,2.7,Low,1,1-6 hours
1451,1452,9.5,1.6,6.2,2.7,4.0,3.32,High,3,+9 hours
1452,1453,6.6,3.0,9.9,2.0,2.5,3.03,Moderate,2,1-6 hours
1453,1454,5.8,2.8,7.6,3.9,3.9,3.09,Low,1,1-6 hours
1454,1455,9.4,1.8,9.5,2.5,0.8,3.91,High,3,+9 hours
1455,1456,6.6,3.9,8.3,0.2,5.0,2.93,Moderate,2,1-6 hours
1456,1457,6.6,2.5,5.3,0.1,9.5,2.6,High,3,1-6 hours
1457,1458,7.2,1.1,5.8,4.1,5.8,2.96,High,3,7-8 hours
1458,1459,7.6,0.8,6.6,3.6,5.4,3.3,Moderate,2,7-8 hours
1459,1460,8.6,2.7,7.4,3.4,1.9,3.45,High,3,7-8 hours
1460,1461,5.2,2.5,8.9,3.0,4.4,2.51,Low,1,1-6 hours
1461,1462,8.2,2.8,9.4,1.2,2.4,3.06,High,3,7-8 hours
1462,1463,8.8,2.2,9.4,1.9,1.7,3.85,High,3,7-8 hours
1463,1464,8.7,3.9,5.4,0.3,5.7,3.42,High,3,7-8 hours
1464,1465,9.7,2.1,8.1,2.0,2.1,3.49,High,3,+9 hours
1465,1466,8.7,1.2,6.5,5.0,2.6,3.25,High,3,7-8 hours
1466,1467,5.4,3.5,6.3,3.6,5.2,2.85,Low,1,1-6 hours
1467,1468,7.1,2.8,6.7,1.7,5.7,3.16,Moderate,2,7-8 hours
1468,1469,10.0,3.0,8.2,1.0,1.8,3.81,High,3,+9 hours
1469,1470,7.7,3.4,5.2,2.2,5.5,3.22,High,3,7-8 hours
1470,1471,6.2,1.8,5.4,5.7,4.9,2.98,High,3,1-6 hours
1471,1472,7.8,3.7,5.0,4.5,3.0,3.16,High,3,7-8 hours
1472,1473,9.5,0.6,5.5,2.5,5.9,3.44,High,3,+9 hours
1473,1474,7.6,0.6,5.0,4.9,5.9,3.29,High,3,7-8 hours
1474,1475,5.4,2.5,9.6,1.3,5.2,2.69,Low,1,1-6 hours
1475,1476,8.0,0.7,8.7,1.8,4.8,3.25,Moderate,2,7-8 hours
1476,1477,7.3,2.4,5.9,4.4,4.0,3.3,High,3,7-8 hours
1477,1478,5.8,2.8,5.6,2.6,7.2,2.62,High,3,1-6 hours
1478,1479,6.2,3.0,6.3,5.3,3.2,2.91,Moderate,2,1-6 hours
1479,1480,8.1,0.4,7.0,4.3,4.2,3.24,High,3,7-8 hours
1480,1481,8.3,2.5,6.4,2.3,4.5,3.31,High,3,7-8 hours
1481,1482,7.5,2.8,6.2,1.9,5.6,3.02,Moderate,2,7-8 hours
1482,1483,6.7,0.1,6.7,4.8,5.7,3.01,Moderate,2,1-6 hours
1483,1484,7.3,0.1,9.4,0.1,7.1,3.29,Moderate,2,7-8 hours
1484,1485,9.7,2.0,6.7,5.2,0.4,3.47,High,3,+9 hours
1485,1486,7.7,0.9,7.1,3.9,4.4,3.08,Moderate,2,7-8 hours
1486,1487,8.6,0.0,9.7,0.9,4.8,3.14,High,3,7-8 hours
1487,1488,5.2,0.5,9.9,1.9,6.5,2.61,Low,1,1-6 hours
1488,1489,5.6,0.4,8.6,5.1,4.3,2.81,Low,1,1-6 hours
1489,1490,6.1,2.1,6.3,5.6,3.9,2.73,Moderate,2,1-6 hours
1490,1491,9.5,2.3,6.8,2.1,3.3,3.74,High,3,+9 hours
1491,1492,7.3,3.4,9.7,1.2,2.4,2.97,Moderate,2,7-8 hours
1492,1493,7.8,0.4,6.0,2.5,7.3,3.24,Moderate,2,7-8 hours
1493,1494,5.8,1.8,8.0,4.2,4.2,2.82,Low,1,1-6 hours
1494,1495,6.9,3.5,7.8,2.5,3.3,3.02,Moderate,2,1-6 hours
1495,1496,9.1,2.5,9.2,1.6,1.6,3.22,High,3,+9 hours
1496,1497,5.6,0.1,6.5,4.2,7.6,2.71,Low,1,1-6 hours
1497,1498,7.5,1.7,7.1,1.4,6.3,3.32,Moderate,2,7-8 hours
1498,1499,5.7,0.8,5.3,1.2,11.0,2.74,High,3,1-6 hours
1499,1500,6.8,0.0,9.2,0.2,7.8,2.8,Moderate,2,1-6 hours
1500,1501,9.7,3.6,7.7,1.6,1.4,3.22,High,3,+9 hours
1501,1502,8.2,0.2,5.3,2.7,7.6,3.55,High,3,7-8 hours
1502,1503,7.7,3.6,5.5,4.9,2.3,3.06,High,3,7-8 hours
1503,1504,6.6,1.6,5.8,3.0,7.0,2.73,High,3,1-6 hours
1504,1505,9.0,1.8,7.5,4.8,0.9,3.33,High,3,+9 hours
1505,1506,6.3,3.5,7.9,1.3,5.0,3.32,Moderate,2,1-6 hours
1506,1507,6.3,3.2,5.2,6.0,3.3,3.0,High,3,1-6 hours
1507,1508,7.0,2.0,9.4,2.3,3.3,2.98,Moderate,2,7-8 hours
1508,1509,7.7,0.2,5.0,1.5,9.6,3.0,High,3,7-8 hours
1509,1510,5.6,1.6,8.2,4.3,4.3,2.91,Low,1,1-6 hours
1510,1511,5.9,0.3,9.7,1.6,6.5,2.76,Low,1,1-6 hours
1511,1512,9.1,3.1,8.0,1.3,2.5,3.46,High,3,+9 hours
1512,1513,6.3,0.5,7.5,3.5,6.2,2.87,Moderate,2,1-6 hours
1513,1514,6.8,2.6,9.5,0.8,4.3,2.58,Moderate,2,1-6 hours
1514,1515,6.9,0.6,8.1,4.4,4.0,3.0,Moderate,2,1-6 hours
1515,1516,9.8,0.3,8.0,0.3,5.6,3.53,High,3,+9 hours
1516,1517,9.5,2.1,8.3,3.4,0.7,3.35,High,3,+9 hours
1517,1518,5.6,1.9,8.0,0.2,8.3,2.99,Low,1,1-6 hours
1518,1519,6.4,0.1,7.1,5.4,5.0,2.72,Moderate,2,1-6 hours
1519,1520,9.6,3.0,8.7,1.9,0.8,3.45,High,3,+9 hours
1520,1521,6.0,0.8,8.4,1.3,7.5,3.19,Moderate,2,1-6 hours
1521,1522,8.9,1.8,9.0,3.6,0.7,3.27,High,3,7-8 hours
1522,1523,8.3,0.9,6.4,1.9,6.5,3.18,High,3,7-8 hours
1523,1524,6.0,1.8,9.5,0.6,6.1,2.78,Moderate,2,1-6 hours
1524,1525,8.6,2.7,5.5,5.5,1.7,2.9,High,3,7-8 hours
1525,1526,8.8,1.0,8.5,0.2,5.5,3.52,High,3,7-8 hours
1526,1527,9.2,1.8,8.2,1.1,3.7,3.6,High,3,+9 hours
1527,1528,7.4,2.5,7.3,5.4,1.4,3.25,Moderate,2,7-8 hours
1528,1529,7.5,3.4,9.0,1.7,2.4,3.03,Moderate,2,7-8 hours
1529,1530,9.1,0.9,7.6,4.8,1.6,3.08,High,3,+9 hours
1530,1531,6.8,2.6,6.2,0.7,7.7,3.0,Moderate,2,1-6 hours
1531,1532,6.4,3.4,6.7,5.8,1.7,2.98,Moderate,2,1-6 hours
1532,1533,9.9,1.1,5.2,4.2,3.6,3.3,High,3,+9 hours
1533,1534,8.5,0.1,9.4,0.8,5.2,3.25,High,3,7-8 hours
1534,1535,5.6,0.7,9.8,4.2,3.7,2.75,Low,1,1-6 hours
1535,1536,6.7,0.9,7.4,3.3,5.7,3.26,Moderate,2,1-6 hours
1536,1537,8.2,1.0,9.7,0.9,4.2,2.81,High,3,7-8 hours
1537,1538,7.2,2.3,7.2,2.5,4.8,3.03,Moderate,2,7-8 hours
1538,1539,8.7,2.7,9.2,0.8,2.6,3.58,High,3,7-8 hours
1539,1540,6.8,1.9,6.6,0.9,7.8,3.38,Moderate,2,1-6 hours
1540,1541,6.1,0.4,8.4,4.0,5.1,2.88,Moderate,2,1-6 hours
1541,1542,7.9,3.9,7.7,4.1,0.4,3.4,Moderate,2,7-8 hours
1542,1543,5.4,0.8,7.2,3.5,7.1,2.71,Low,1,1-6 hours
1543,1544,9.0,2.4,6.0,3.0,3.6,3.32,High,3,+9 hours
1544,1545,8.7,3.1,7.5,1.4,3.3,2.99,High,3,7-8 hours
1545,1546,8.7,1.0,5.9,3.2,5.2,3.17,High,3,7-8 hours
1546,1547,6.4,2.5,5.6,3.9,5.6,2.89,High,3,1-6 hours
1547,1548,8.9,2.4,9.9,1.0,1.8,3.44,High,3,7-8 hours
1548,1549,8.4,0.3,7.0,5.8,2.5,2.9,High,3,7-8 hours
1549,1550,5.6,2.8,8.2,2.2,5.2,2.91,Low,1,1-6 hours
1550,1551,9.8,0.1,6.5,5.5,2.1,3.24,High,3,+9 hours
1551,1552,7.7,3.3,5.5,5.7,1.8,2.99,High,3,7-8 hours
1552,1553,9.0,0.7,8.6,2.2,3.5,3.62,High,3,+9 hours
1553,1554,9.8,0.5,7.1,2.9,3.7,3.38,High,3,+9 hours
1554,1555,6.9,1.5,5.3,4.1,6.2,2.77,High,3,1-6 hours
1555,1556,9.1,3.2,7.4,1.3,3.0,3.31,High,3,+9 hours
1556,1557,8.2,1.2,6.2,4.4,4.0,3.08,High,3,7-8 hours
1557,1558,6.2,3.7,7.6,2.2,4.3,2.84,Moderate,2,1-6 hours
1558,1559,9.4,1.6,6.7,1.2,5.1,3.11,High,3,+9 hours
1559,1560,8.4,1.2,7.9,0.4,6.1,3.06,High,3,7-8 hours
1560,1561,6.0,1.6,9.7,2.3,4.4,2.66,Moderate,2,1-6 hours
1561,1562,5.6,0.2,6.5,0.9,10.8,3.0,Low,1,1-6 hours
1562,1563,5.9,3.0,5.1,3.3,6.7,2.91,High,3,1-6 hours
1563,1564,7.8,1.3,6.5,4.4,4.0,2.69,Moderate,2,7-8 hours
1564,1565,9.4,0.8,5.5,5.4,2.9,3.55,High,3,+9 hours
1565,1566,6.8,0.5,7.9,3.2,5.6,2.61,Moderate,2,1-6 hours
1566,1567,6.0,1.8,9.0,3.5,3.7,2.92,Moderate,2,1-6 hours
1567,1568,8.5,3.2,8.1,0.6,3.6,3.09,High,3,7-8 hours
1568,1569,8.6,2.7,5.1,2.5,5.1,3.54,High,3,7-8 hours
1569,1570,6.1,2.4,9.6,4.7,1.2,2.67,Moderate,2,1-6 hours
1570,1571,9.6,3.9,5.1,3.4,2.0,3.65,High,3,+9 hours
1571,1572,6.3,3.9,8.1,4.5,1.2,2.89,Moderate,2,1-6 hours
1572,1573,5.4,0.7,8.8,0.1,9.0,2.57,Low,1,1-6 hours
1573,1574,8.1,2.8,6.7,0.6,5.8,3.5,High,3,7-8 hours
1574,1575,5.3,2.4,7.6,4.5,4.2,2.25,Low,1,1-6 hours
1575,1576,7.0,0.1,6.7,5.9,4.3,3.12,Moderate,2,7-8 hours
1576,1577,9.4,1.3,7.9,4.6,0.8,3.34,High,3,+9 hours
1577,1578,5.4,2.0,9.8,4.2,2.6,2.8,Low,1,1-6 hours
1578,1579,5.4,0.8,8.9,5.0,3.9,3.12,Low,1,1-6 hours
1579,1580,5.1,3.3,8.9,1.6,5.1,3.02,Low,1,1-6 hours
1580,1581,8.5,0.9,5.2,1.2,8.2,3.17,High,3,7-8 hours
1581,1582,7.1,2.0,7.4,1.6,5.9,2.86,Moderate,2,7-8 hours
1582,1583,5.1,2.4,7.0,1.8,7.7,2.84,Low,1,1-6 hours
1583,1584,9.3,2.0,5.7,4.2,2.8,3.51,High,3,+9 hours
1584,1585,6.0,1.8,5.3,5.0,5.9,2.88,High,3,1-6 hours
1585,1586,8.7,2.5,9.0,1.6,2.2,3.53,High,3,7-8 hours
1586,1587,8.9,1.8,9.7,1.8,1.8,3.63,High,3,7-8 hours
1587,1588,9.1,2.2,5.9,2.8,4.0,3.33,High,3,+9 hours
1588,1589,9.8,3.0,9.1,0.1,2.0,3.9,High,3,+9 hours
1589,1590,9.2,0.2,9.3,2.9,2.4,3.29,High,3,+9 hours
1590,1591,6.0,1.3,6.4,3.2,7.1,2.84,Moderate,2,1-6 hours
1591,1592,6.2,1.8,7.6,4.6,3.8,2.98,Moderate,2,1-6 hours
1592,1593,7.2,3.2,8.1,0.6,4.9,3.04,Moderate,2,7-8 hours
1593,1594,7.0,3.0,7.9,2.3,3.8,2.81,Moderate,2,7-8 hours
1594,1595,5.9,0.9,7.9,2.5,6.8,2.63,Low,1,1-6 hours
1595,1596,8.3,3.4,6.3,2.9,3.1,3.26,High,3,7-8 hours
1596,1597,9.9,1.3,8.0,0.4,4.4,3.33,High,3,+9 hours
1597,1598,9.8,2.9,8.9,1.7,0.7,3.51,High,3,+9 hours
1598,1599,7.9,1.8,9.3,4.8,0.2,3.34,Moderate,2,7-8 hours
1599,1600,7.9,2.2,7.3,1.3,5.3,3.18,Moderate,2,7-8 hours
1600,1601,5.0,1.0,7.5,2.3,8.2,2.82,Low,1,1-6 hours
1601,1602,6.8,1.8,5.7,0.3,9.4,3.01,High,3,1-6 hours
1602,1603,8.9,2.3,8.8,0.6,3.4,3.02,High,3,7-8 hours
1603,1604,6.1,0.0,5.7,1.9,10.3,3.01,High,3,1-6 hours
1604,1605,5.6,3.9,6.5,0.8,7.2,2.92,Low,1,1-6 hours
1605,1606,5.3,3.4,9.8,1.4,4.1,2.53,Low,1,1-6 hours
1606,1607,7.3,0.1,8.2,2.5,5.9,2.92,Moderate,2,7-8 hours
1607,1608,8.3,1.7,5.9,4.1,4.0,3.11,High,3,7-8 hours
1608,1609,7.8,3.4,5.6,4.7,2.5,3.02,High,3,7-8 hours
1609,1610,8.5,1.8,9.7,0.6,3.4,3.34,High,3,7-8 hours
1610,1611,8.2,1.5,9.8,1.5,3.0,3.4,High,3,7-8 hours
1611,1612,10.0,1.0,7.2,3.0,2.8,3.37,High,3,+9 hours
1612,1613,6.5,0.1,6.1,1.7,9.6,2.72,Moderate,2,1-6 hours
1613,1614,9.4,2.8,5.4,3.9,2.5,3.37,High,3,+9 hours
1614,1615,8.3,3.8,5.0,1.5,5.4,3.43,High,3,7-8 hours
1615,1616,5.5,2.1,6.2,1.1,9.1,2.98,Low,1,1-6 hours
1616,1617,9.1,0.5,7.3,5.6,1.5,3.37,High,3,+9 hours
1617,1618,5.9,1.3,7.1,1.9,7.8,2.91,Low,1,1-6 hours
1618,1619,6.4,3.9,5.8,4.4,3.5,2.91,High,3,1-6 hours
1619,1620,5.9,2.6,8.6,4.1,2.8,2.98,Low,1,1-6 hours
1620,1621,6.6,1.0,9.8,5.5,1.1,3.23,Moderate,2,1-6 hours
1621,1622,7.3,1.7,5.8,2.6,6.6,3.07,High,3,7-8 hours
1622,1623,7.7,0.1,7.2,4.7,4.3,3.37,Moderate,2,7-8 hours
1623,1624,9.5,0.1,7.8,4.7,1.9,3.71,High,3,+9 hours
1624,1625,7.7,1.3,5.7,5.3,4.0,3.36,High,3,7-8 hours
1625,1626,7.9,2.7,9.0,2.9,1.5,3.17,Moderate,2,7-8 hours
1626,1627,7.0,2.1,9.0,2.2,3.7,2.89,Moderate,2,7-8 hours
1627,1628,9.6,0.4,8.2,2.4,3.4,3.4,High,3,+9 hours
1628,1629,7.0,2.7,5.3,3.6,5.4,3.17,High,3,7-8 hours
1629,1630,5.9,3.6,8.3,5.3,0.9,2.99,Low,1,1-6 hours
1630,1631,7.4,2.2,9.6,4.3,0.5,2.77,Moderate,2,7-8 hours
1631,1632,7.0,1.6,6.4,1.6,7.4,2.97,Moderate,2,7-8 hours
1632,1633,9.3,0.3,8.4,1.0,5.0,3.29,High,3,+9 hours
1633,1634,6.3,3.1,9.4,1.2,4.0,2.91,Moderate,2,1-6 hours
1634,1635,7.3,1.9,9.4,4.1,1.3,3.51,Moderate,2,7-8 hours
1635,1636,9.2,0.0,7.0,5.4,2.4,3.41,High,3,+9 hours
1636,1637,8.7,2.2,7.6,1.9,3.6,3.73,High,3,7-8 hours
1637,1638,7.1,2.9,9.3,0.7,4.0,3.12,Moderate,2,7-8 hours
1638,1639,7.3,1.6,8.4,1.5,5.2,3.27,Moderate,2,7-8 hours
1639,1640,7.1,3.6,10.0,0.4,2.9,3.13,Moderate,2,7-8 hours
1640,1641,6.2,3.8,9.8,0.4,3.8,3.17,Moderate,2,1-6 hours
1641,1642,5.1,2.4,6.4,5.2,4.9,2.77,Low,1,1-6 hours
1642,1643,6.4,2.7,8.4,1.3,5.2,2.94,Moderate,2,1-6 hours
1643,1644,6.4,3.2,9.0,2.5,2.9,2.87,Moderate,2,1-6 hours
1644,1645,8.0,2.4,9.1,1.9,2.6,3.01,Moderate,2,7-8 hours
1645,1646,7.7,1.8,7.2,0.5,6.8,2.97,Moderate,2,7-8 hours
1646,1647,8.6,0.9,6.0,2.5,6.0,3.38,High,3,7-8 hours
1647,1648,6.9,1.8,7.7,1.2,6.4,2.75,Moderate,2,1-6 hours
1648,1649,5.8,3.5,7.2,2.5,5.0,2.87,Low,1,1-6 hours
1649,1650,7.8,2.2,8.5,1.0,4.5,3.06,Moderate,2,7-8 hours
1650,1651,6.3,3.2,9.7,0.7,4.1,2.65,Moderate,2,1-6 hours
1651,1652,5.3,1.3,5.7,4.3,7.4,2.79,High,3,1-6 hours
1652,1653,7.7,0.6,5.0,4.8,5.9,3.23,High,3,7-8 hours
1653,1654,6.7,2.3,6.6,0.5,7.9,2.77,Moderate,2,1-6 hours
1654,1655,6.1,0.8,7.1,3.9,6.1,3.4,Moderate,2,1-6 hours
1655,1656,9.8,2.4,7.4,2.5,1.9,3.56,High,3,+9 hours
1656,1657,9.6,3.3,6.6,1.1,3.4,3.45,High,3,+9 hours
1657,1658,8.7,2.0,5.3,4.3,3.7,2.96,High,3,7-8 hours
1658,1659,9.0,1.2,8.3,2.3,3.2,3.74,High,3,+9 hours
1659,1660,9.4,2.0,6.6,4.5,1.5,3.46,High,3,+9 hours
1660,1661,6.1,1.6,9.3,4.3,2.7,2.65,Moderate,2,1-6 hours
1661,1662,6.8,1.1,5.9,4.5,5.7,2.93,High,3,1-6 hours
1662,1663,6.3,1.8,6.9,5.9,3.1,2.8,Moderate,2,1-6 hours
1663,1664,5.4,2.4,8.0,2.5,5.7,2.77,Low,1,1-6 hours
1664,1665,7.2,0.2,7.6,3.0,6.0,2.83,Moderate,2,7-8 hours
1665,1666,6.3,0.7,9.8,5.1,2.1,3.03,Moderate,2,1-6 hours
1666,1667,6.2,1.3,6.0,3.0,7.5,3.12,Moderate,2,1-6 hours
1667,1668,5.8,3.2,9.0,0.8,5.2,2.88,Low,1,1-6 hours
1668,1669,7.0,0.7,6.3,1.6,8.4,2.63,Moderate,2,7-8 hours
1669,1670,9.7,0.5,9.9,0.9,3.0,3.72,High,3,+9 hours
1670,1671,8.9,1.4,5.7,5.1,2.9,3.55,High,3,7-8 hours
1671,1672,7.8,1.9,7.5,4.4,2.4,2.91,Moderate,2,7-8 hours
1672,1673,5.4,2.7,9.5,0.3,6.1,2.9,Low,1,1-6 hours
1673,1674,7.2,1.6,5.7,3.0,6.5,2.94,High,3,7-8 hours
1674,1675,5.6,1.9,8.8,1.5,6.2,2.89,Low,1,1-6 hours
1675,1676,8.4,3.4,7.1,3.9,1.2,3.26,High,3,7-8 hours
1676,1677,5.2,0.5,6.0,2.4,9.9,2.69,Low,1,1-6 hours
1677,1678,8.3,2.8,7.9,1.8,3.2,3.44,High,3,7-8 hours
1678,1679,7.9,1.4,5.4,6.0,3.3,3.11,High,3,7-8 hours
1679,1680,8.3,1.3,7.0,1.6,5.8,3.39,High,3,7-8 hours
1680,1681,6.7,1.6,8.6,3.1,4.0,3.54,Moderate,2,1-6 hours
1681,1682,9.6,0.2,7.9,5.1,1.2,3.46,High,3,+9 hours
1682,1683,6.2,3.5,5.1,4.4,4.8,2.97,High,3,1-6 hours
1683,1684,7.2,0.2,9.6,2.8,4.2,3.19,Moderate,2,7-8 hours
1684,1685,5.1,2.8,7.4,0.7,8.0,3.15,Low,1,1-6 hours
1685,1686,7.5,3.3,9.3,2.4,1.5,3.36,Moderate,2,7-8 hours
1686,1687,5.1,2.8,7.1,3.4,5.6,2.5,Low,1,1-6 hours
1687,1688,9.6,0.5,8.4,0.0,5.5,3.7,High,3,+9 hours
1688,1689,9.6,0.5,5.5,2.0,6.4,3.19,High,3,+9 hours
1689,1690,7.9,1.8,5.2,1.9,7.2,3.07,High,3,7-8 hours
1690,1691,9.1,2.8,8.6,2.4,1.1,3.24,High,3,+9 hours
1691,1692,6.4,3.3,9.9,2.2,2.2,2.9,Moderate,2,1-6 hours
1692,1693,5.0,0.6,6.6,3.5,8.3,2.89,Low,1,1-6 hours
1693,1694,8.9,3.0,8.0,2.6,1.5,3.29,High,3,7-8 hours
1694,1695,8.2,2.5,7.8,5.4,0.1,3.4,High,3,7-8 hours
1695,1696,9.4,0.9,5.4,2.9,5.4,3.56,High,3,+9 hours
1696,1697,7.6,3.3,7.2,3.4,2.5,3.03,Moderate,2,7-8 hours
1697,1698,8.1,3.3,5.8,3.6,3.2,3.22,High,3,7-8 hours
